time,voltaje_ent,voltaje_cap_5,Resistencia real,Capacitancia Real
1200,4.93,0.08,99300,1000
1400,4.93,0.2,99300,1000
1600,4.93,0.32,99300,1000
1800,4.93,0.44,99300,1000
2000,4.93,0.54,99300,1000
2200,4.93,0.67,99300,1000
2400,4.93,0.78,99300,1000
2600,4.93,0.89,99300,1000
2800,4.93,1,99300,1000
3000,4.93,1.11,99300,1000
3200,4.93,1.19,99300,1000
3400,4.93,1.31,99300,1000
3600,4.93,1.43,99300,1000
3800,4.93,1.53,99300,1000
4000,4.93,1.59,99300,1000
4200,4.93,1.7,99300,1000
4400,4.93,1.79,99300,1000
4600,4.93,1.89,99300,1000
4800,4.93,1.97,99300,1000
5000,4.93,2.06,99300,1000
5200,4.93,2.15,99300,1000
5400,4.93,2.21,99300,1000
5600,4.93,2.31,99300,1000
5800,4.93,2.39,99300,1000
6000,4.93,2.47,99300,1000
6200,4.93,2.55,99300,1000
6400,4.93,2.6,99300,1000
6600,4.93,2.69,99300,1000
6800,4.93,2.78,99300,1000
7000,4.93,2.85,99300,1000
7200,4.93,2.91,99300,1000
7400,4.93,3,99300,1000
7600,4.93,3.07,99300,1000
7800,4.93,3.14,99300,1000
8000,4.93,3.2,99300,1000
8200,4.93,3.26,99300,1000
8400,4.93,3.34,99300,1000
8600,4.93,3.4,99300,1000
8800,4.93,3.48,99300,1000
9000,4.93,3.53,99300,1000
9200,4.93,3.61,99300,1000
9400,4.93,3.68,99300,1000
9600,4.93,3.77,99300,1000
9800,4.93,3.86,99300,1000
10000,4.93,3.95,99300,1000
10200,4.93,4.03,99300,1000
10400,4.93,4.1,99300,1000
10600,4.93,4.19,99300,1000
10800,4.93,4.27,99300,1000
11000,4.93,4.37,99300,1000
11200,4.93,4.47,99300,1000
11400,4.93,4.55,99300,1000
11600,4.93,4.61,99300,1000
11800,4.93,4.71,99300,1000
12000,4.93,4.82,99300,1000
12200,4.93,4.91,99300,1000
12400,4.93,4.98,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.09,99300,1000
1400,4.93,0.22,99300,1000
1600,4.93,0.34,99300,1000
1800,4.93,0.45,99300,1000
2000,4.93,0.55,99300,1000
2200,4.93,0.68,99300,1000
2400,4.93,0.79,99300,1000
2600,4.93,0.9,99300,1000
2800,4.93,1,99300,1000
3000,4.93,1.12,99300,1000
3200,4.93,1.22,99300,1000
3400,4.93,1.32,99300,1000
3600,4.93,1.43,99300,1000
3800,4.93,1.54,99300,1000
4000,4.93,1.63,99300,1000
4200,4.93,1.73,99300,1000
4400,4.93,1.82,99300,1000
4600,4.93,1.92,99300,1000
4800,4.93,2,99300,1000
5000,4.93,2.1,99300,1000
5200,4.93,2.18,99300,1000
5400,4.93,2.27,99300,1000
5600,4.93,2.34,99300,1000
5800,4.93,2.44,99300,1000
6000,4.93,2.52,99300,1000
6200,4.93,2.59,99300,1000
6400,4.93,2.67,99300,1000
6600,4.93,2.74,99300,1000
6800,4.93,2.79,99300,1000
7000,4.93,2.9,99300,1000
7200,4.93,2.94,99300,1000
7400,4.93,3.01,99300,1000
7600,4.93,3.1,99300,1000
7800,4.93,3.17,99300,1000
8000,4.93,3.23,99300,1000
8200,4.93,3.31,99300,1000
8400,4.93,3.37,99300,1000
8600,4.93,3.45,99300,1000
8800,4.93,3.53,99300,1000
9000,4.93,3.59,99300,1000
9200,4.93,3.65,99300,1000
9400,4.93,3.74,99300,1000
9600,4.93,3.81,99300,1000
9800,4.93,3.87,99300,1000
10000,4.93,3.96,99300,1000
10200,4.93,4.04,99300,1000
10400,4.93,4.14,99300,1000
10600,4.93,4.24,99300,1000
10800,4.93,4.3,99300,1000
11000,4.93,4.4,99300,1000
11200,4.93,4.47,99300,1000
11400,4.93,4.59,99300,1000
11600,4.93,4.67,99300,1000
11800,4.93,4.77,99300,1000
12000,4.93,4.82,99300,1000
12200,4.93,4.95,99300,1000
12400,4.93,5,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.08,99300,1000
1400,4.93,0.21,99300,1000
1600,4.93,0.32,99300,1000
1800,4.93,0.46,99300,1000
2000,4.93,0.57,99300,1000
2200,4.93,0.66,99300,1000
2400,4.93,0.78,99300,1000
2600,4.93,0.87,99300,1000
2800,4.93,1,99300,1000
3000,4.93,1.13,99300,1000
3200,4.93,1.21,99300,1000
3400,4.93,1.32,99300,1000
3600,4.93,1.42,99300,1000
3800,4.93,1.51,99300,1000
4000,4.93,1.63,99300,1000
4200,4.93,1.71,99300,1000
4400,4.93,1.79,99300,1000
4600,4.93,1.89,99300,1000
4800,4.93,1.99,99300,1000
5000,4.93,2.07,99300,1000
5200,4.93,2.15,99300,1000
5400,4.93,2.23,99300,1000
5600,4.93,2.32,99300,1000
5800,4.93,2.4,99300,1000
6000,4.93,2.49,99300,1000
6200,4.93,2.56,99300,1000
6400,4.93,2.64,99300,1000
6600,4.93,2.72,99300,1000
6800,4.93,2.79,99300,1000
7000,4.93,2.87,99300,1000
7200,4.93,2.95,99300,1000
7400,4.93,3,99300,1000
7600,4.93,3.09,99300,1000
7800,4.93,3.16,99300,1000
8000,4.93,3.24,99300,1000
8200,4.93,3.31,99300,1000
8400,4.93,3.37,99300,1000
8600,4.93,3.44,99300,1000
8800,4.93,3.51,99300,1000
9000,4.93,3.59,99300,1000
9200,4.93,3.65,99300,1000
9400,4.93,3.72,99300,1000
9600,4.93,3.81,99300,1000
9800,4.93,3.88,99300,1000
10000,4.93,3.95,99300,1000
10200,4.93,4.04,99300,1000
10400,4.93,4.12,99300,1000
10600,4.93,4.21,99300,1000
10800,4.93,4.28,99300,1000
11000,4.93,4.39,99300,1000
11200,4.93,4.47,99300,1000
11400,4.93,4.57,99300,1000
11600,4.93,4.66,99300,1000
11800,4.93,4.75,99300,1000
12000,4.93,4.84,99300,1000
12200,4.93,4.95,99300,1000
12400,4.93,5,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.06,99300,1000
1400,4.93,0.18,99300,1000
1600,4.93,0.3,99300,1000
1800,4.93,0.41,99300,1000
2000,4.93,0.53,99300,1000
2200,4.93,0.65,99300,1000
2400,4.93,0.77,99300,1000
2600,4.93,0.89,99300,1000
2800,4.93,0.98,99300,1000
3000,4.93,1.1,99300,1000
3200,4.93,1.2,99300,1000
3400,4.93,1.3,99300,1000
3600,4.93,1.43,99300,1000
3800,4.93,1.52,99300,1000
4000,4.93,1.61,99300,1000
4200,4.93,1.71,99300,1000
4400,4.93,1.8,99300,1000
4600,4.93,1.9,99300,1000
4800,4.93,2,99300,1000
5000,4.93,2.09,99300,1000
5200,4.93,2.17,99300,1000
5400,4.93,2.23,99300,1000
5600,4.93,2.32,99300,1000
5800,4.93,2.4,99300,1000
6000,4.93,2.49,99300,1000
6200,4.93,2.58,99300,1000
6400,4.93,2.64,99300,1000
6600,4.93,2.81,99300,1000
6800,4.93,2.79,99300,1000
7000,4.93,2.87,99300,1000
7200,4.93,2.93,99300,1000
7400,4.93,3.01,99300,1000
7600,4.93,3.07,99300,1000
7800,4.93,3.16,99300,1000
8000,4.93,3.22,99300,1000
8200,4.93,3.25,99300,1000
8400,4.93,3.35,99300,1000
8600,4.93,3.42,99300,1000
8800,4.93,3.48,99300,1000
9000,4.93,3.61,99300,1000
9200,4.93,3.63,99300,1000
9400,4.93,3.72,99300,1000
9600,4.93,3.8,99300,1000
9800,4.93,3.85,99300,1000
10000,4.93,3.96,99300,1000
10200,4.93,4.03,99300,1000
10400,4.93,4.13,99300,1000
10600,4.93,4.2,99300,1000
10800,4.93,4.29,99300,1000
11000,4.93,4.39,99300,1000
11200,4.93,4.48,99300,1000
11400,4.93,4.57,99300,1000
11600,4.93,4.63,99300,1000
11800,4.93,4.72,99300,1000
12000,4.93,4.83,99300,1000
12200,4.93,4.93,99300,1000
12400,4.93,5,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.08,99300,1000
1400,4.93,0.21,99300,1000
1600,4.93,0.33,99300,1000
1800,4.93,0.46,99300,1000
2000,4.93,0.56,99300,1000
2200,4.93,0.68,99300,1000
2400,4.93,0.78,99300,1000
2600,4.93,0.89,99300,1000
2800,4.93,1,99300,1000
3000,4.93,1.11,99300,1000
3200,4.93,1.22,99300,1000
3400,4.93,1.33,99300,1000
3600,4.93,1.41,99300,1000
3800,4.93,1.51,99300,1000
4000,4.93,1.71,99300,1000
4200,4.93,1.71,99300,1000
4400,4.93,1.81,99300,1000
4600,4.93,1.89,99300,1000
4800,4.93,1.97,99300,1000
5000,4.93,2.06,99300,1000
5200,4.93,2.16,99300,1000
5400,4.93,2.25,99300,1000
5600,4.93,2.32,99300,1000
5800,4.93,2.4,99300,1000
6000,4.93,2.48,99300,1000
6200,4.93,2.56,99300,1000
6400,4.93,2.64,99300,1000
6600,4.93,2.72,99300,1000
6800,4.93,2.79,99300,1000
7000,4.93,2.87,99300,1000
7200,4.93,2.94,99300,1000
7400,4.93,3.01,99300,1000
7600,4.93,3.07,99300,1000
7800,4.93,3.15,99300,1000
8000,4.93,3.21,99300,1000
8200,4.93,3.3,99300,1000
8400,4.93,3.35,99300,1000
8600,4.93,3.42,99300,1000
8800,4.93,3.49,99300,1000
9000,4.93,3.55,99300,1000
9200,4.93,3.63,99300,1000
9400,4.93,3.71,99300,1000
9600,4.93,3.93,99300,1000
9800,4.93,3.88,99300,1000
10000,4.93,3.94,99300,1000
10200,4.93,4,99300,1000
10400,4.93,4.1,99300,1000
10600,4.93,4.19,99300,1000
10800,4.93,4.28,99300,1000
11000,4.93,4.36,99300,1000
11200,4.93,4.45,99300,1000
11400,4.93,4.55,99300,1000
11600,4.93,4.66,99300,1000
11800,4.93,4.74,99300,1000
12000,4.93,4.82,99300,1000
12200,4.93,4.89,99300,1000
12400,4.93,4.99,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.13,99300,1000
1400,4.93,0.27,99300,1000
1600,4.93,0.37,99300,1000
1800,4.93,0.49,99300,1000
2000,4.93,0.61,99300,1000
2200,4.93,0.71,99300,1000
2400,4.93,0.83,99300,1000
2600,4.93,0.95,99300,1000
2800,4.93,1.04,99300,1000
3000,4.93,1.15,99300,1000
3200,4.93,1.27,99300,1000
3400,4.93,1.37,99300,1000
3600,4.93,1.47,99300,1000
3800,4.93,1.58,99300,1000
4000,4.93,1.68,99300,1000
4200,4.93,1.75,99300,1000
4400,4.93,1.86,99300,1000
4600,4.93,1.95,99300,1000
4800,4.93,2.03,99300,1000
5000,4.93,2.13,99300,1000
5200,4.93,2.21,99300,1000
5400,4.93,2.29,99300,1000
5600,4.93,2.38,99300,1000
5800,4.93,2.44,99300,1000
6000,4.93,2.53,99300,1000
6200,4.93,2.61,99300,1000
6400,4.93,2.69,99300,1000
6600,4.93,2.76,99300,1000
6800,4.93,2.83,99300,1000
7000,4.93,2.89,99300,1000
7200,4.93,2.96,99300,1000
7400,4.93,3.04,99300,1000
7600,4.93,3.11,99300,1000
7800,4.93,3.18,99300,1000
8000,4.93,3.26,99300,1000
8200,4.93,3.32,99300,1000
8400,4.93,3.38,99300,1000
8600,4.93,3.46,99300,1000
8800,4.93,3.5,99300,1000
9000,4.93,3.6,99300,1000
9200,4.93,3.66,99300,1000
9400,4.93,3.73,99300,1000
9600,4.93,3.81,99300,1000
9800,4.93,3.85,99300,1000
10000,4.93,3.97,99300,1000
10200,4.93,4.06,99300,1000
10400,4.93,4.14,99300,1000
10600,4.93,4.22,99300,1000
10800,4.93,4.32,99300,1000
11000,4.93,4.42,99300,1000
11200,4.93,4.48,99300,1000
11400,4.93,4.58,99300,1000
11600,4.93,4.68,99300,1000
11800,4.93,4.75,99300,1000
12000,4.93,4.85,99300,1000
12200,4.93,4.95,99300,1000
12400,4.93,5,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.07,99300,1000
1400,4.93,0.21,99300,1000
1600,4.93,0.33,99300,1000
1800,4.93,0.44,99300,1000
2000,4.93,0.53,99300,1000
2200,4.93,0.67,99300,1000
2400,4.93,0.78,99300,1000
2600,4.93,0.89,99300,1000
2800,4.93,1,99300,1000
3000,4.93,1.09,99300,1000
3200,4.93,1.21,99300,1000
3400,4.93,1.31,99300,1000
3600,4.93,1.41,99300,1000
3800,4.93,1.5,99300,1000
4000,4.93,1.61,99300,1000
4200,4.93,1.71,99300,1000
4400,4.93,1.79,99300,1000
4600,4.93,1.89,99300,1000
4800,4.93,1.98,99300,1000
5000,4.93,2.07,99300,1000
5200,4.93,2.15,99300,1000
5400,4.93,2.24,99300,1000
5600,4.93,2.32,99300,1000
5800,4.93,2.39,99300,1000
6000,4.93,2.47,99300,1000
6200,4.93,2.55,99300,1000
6400,4.93,2.64,99300,1000
6600,4.93,2.73,99300,1000
6800,4.93,2.79,99300,1000
7000,4.93,2.86,99300,1000
7200,4.93,2.95,99300,1000
7400,4.93,3,99300,1000
7600,4.93,3.07,99300,1000
7800,4.93,3.14,99300,1000
8000,4.93,3.22,99300,1000
8200,4.93,3.27,99300,1000
8400,4.93,3.36,99300,1000
8600,4.93,3.42,99300,1000
8800,4.93,3.5,99300,1000
9000,4.93,3.57,99300,1000
9200,4.93,3.74,99300,1000
9400,4.93,3.72,99300,1000
9600,4.93,3.81,99300,1000
9800,4.93,3.88,99300,1000
10000,4.93,3.97,99300,1000
10200,4.93,4.03,99300,1000
10400,4.93,4.12,99300,1000
10600,4.93,4.22,99300,1000
10800,4.93,4.31,99300,1000
11000,4.93,4.37,99300,1000
11200,4.93,4.46,99300,1000
11400,4.93,4.56,99300,1000
11600,4.93,4.65,99300,1000
11800,4.93,4.75,99300,1000
12000,4.93,4.84,99300,1000
12200,4.93,4.89,99300,1000
12400,4.93,4.99,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.07,99300,1000
1400,4.93,0.21,99300,1000
1600,4.93,0.33,99300,1000
1800,4.93,0.46,99300,1000
2000,4.93,0.57,99300,1000
2200,4.93,0.68,99300,1000
2400,4.93,0.81,99300,1000
2600,4.93,0.91,99300,1000
2800,4.93,1.02,99300,1000
3000,4.93,1.13,99300,1000
3200,4.93,1.23,99300,1000
3400,4.93,1.34,99300,1000
3600,4.93,1.44,99300,1000
3800,4.93,1.53,99300,1000
4000,4.93,1.64,99300,1000
4200,4.93,1.73,99300,1000
4400,4.93,1.82,99300,1000
4600,4.93,1.91,99300,1000
4800,4.93,1.99,99300,1000
5000,4.93,2.1,99300,1000
5200,4.93,2.17,99300,1000
5400,4.93,2.26,99300,1000
5600,4.93,2.34,99300,1000
5800,4.93,2.43,99300,1000
6000,4.93,2.48,99300,1000
6200,4.93,2.58,99300,1000
6400,4.93,2.67,99300,1000
6600,4.93,2.73,99300,1000
6800,4.93,2.81,99300,1000
7000,4.93,2.87,99300,1000
7200,4.93,2.95,99300,1000
7400,4.93,3.01,99300,1000
7600,4.93,3.1,99300,1000
7800,4.93,3.17,99300,1000
8000,4.93,3.28,99300,1000
8200,4.93,3.3,99300,1000
8400,4.93,3.37,99300,1000
8600,4.93,3.44,99300,1000
8800,4.93,3.5,99300,1000
9000,4.93,3.61,99300,1000
9200,4.93,3.66,99300,1000
9400,4.93,3.73,99300,1000
9600,4.93,3.81,99300,1000
9800,4.93,3.9,99300,1000
10000,4.93,3.99,99300,1000
10200,4.93,4.06,99300,1000
10400,4.93,4.16,99300,1000
10600,4.93,4.23,99300,1000
10800,4.93,4.34,99300,1000
11000,4.93,4.41,99300,1000
11200,4.93,4.49,99300,1000
11400,4.93,4.78,99300,1000
11600,4.93,4.67,99300,1000
11800,4.93,4.77,99300,1000
12000,4.93,4.87,99300,1000
12200,4.93,4.98,99300,1000
12400,4.93,5,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.2,99300,1000
1400,4.93,0.22,99300,1000
1600,4.93,0.35,99300,1000
1800,4.93,0.47,99300,1000
2000,4.93,0.58,99300,1000
2200,4.93,0.7,99300,1000
2400,4.93,0.81,99300,1000
2600,4.93,0.92,99300,1000
2800,4.93,1.2,99300,1000
3000,4.93,1.3,99300,1000
3200,4.93,1.42,99300,1000
3400,4.93,1.54,99300,1000
3600,4.93,1.63,99300,1000
3800,4.93,1.77,99300,1000
4000,4.93,1.83,99300,1000
4200,4.93,1.93,99300,1000
4400,4.93,2.05,99300,1000
4600,4.93,2.09,99300,1000
4800,4.93,2.19,99300,1000
5000,4.93,2.27,99300,1000
5200,4.93,2.34,99300,1000
5400,4.93,2.41,99300,1000
5600,4.93,2.47,99300,1000
5800,4.93,2.58,99300,1000
6000,4.93,2.65,99300,1000
6200,4.93,2.74,99300,1000
6400,4.93,2.82,99300,1000
6600,4.93,2.87,99300,1000
6800,4.93,2.95,99300,1000
7000,4.93,3.03,99300,1000
7200,4.93,3.11,99300,1000
7400,4.93,3.22,99300,1000
7600,4.93,3.24,99300,1000
7800,4.93,3.32,99300,1000
8000,4.93,3.38,99300,1000
8200,4.93,3.43,99300,1000
8400,4.93,3.48,99300,1000
8600,4.93,3.6,99300,1000
8800,4.93,3.68,99300,1000
9000,4.93,3.73,99300,1000
9200,4.93,3.81,99300,1000
9400,4.93,3.92,99300,1000
9600,4.93,3.97,99300,1000
9800,4.93,4.05,99300,1000
10000,4.93,4.12,99300,1000
10200,4.93,4.2,99300,1000
10400,4.93,4.32,99300,1000
10600,4.93,4.34,99300,1000
10800,4.93,4.47,99300,1000
11000,4.93,4.58,99300,1000
11200,4.93,4.67,99300,1000
11400,4.93,4.75,99300,1000
11600,4.93,4.83,99300,1000
11800,4.93,4.94,99300,1000
12000,4.93,5,99300,1000
12200,4.93,5,99300,1000
12400,4.93,5,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0.03,99300,1000
1200,4.93,0.21,99300,1000
1400,4.93,0.38,99300,1000
1600,4.93,0.51,99300,1000
1800,4.93,0.62,99300,1000
2000,4.93,0.76,99300,1000
2200,4.93,0.85,99300,1000
2400,4.93,0.95,99300,1000
2600,4.93,1.07,99300,1000
2800,4.93,1.15,99300,1000
3000,4.93,1.27,99300,1000
3200,4.93,1.36,99300,1000
3400,4.93,1.46,99300,1000
3600,4.93,1.58,99300,1000
3800,4.93,1.65,99300,1000
4000,4.93,1.75,99300,1000
4200,4.93,1.86,99300,1000
4400,4.93,1.94,99300,1000
4600,4.93,2.05,99300,1000
4800,4.93,2.12,99300,1000
5000,4.93,2.21,99300,1000
5200,4.93,2.3,99300,1000
5400,4.93,2.37,99300,1000
5600,4.93,2.52,99300,1000
5800,4.93,2.56,99300,1000
6000,4.93,2.63,99300,1000
6200,4.93,2.7,99300,1000
6400,4.93,2.79,99300,1000
6600,4.93,2.84,99300,1000
6800,4.93,2.93,99300,1000
7000,4.93,3.01,99300,1000
7200,4.93,3.07,99300,1000
7400,4.93,3.17,99300,1000
7600,4.93,3.21,99300,1000
7800,4.93,3.3,99300,1000
8000,4.93,3.36,99300,1000
8200,4.93,3.45,99300,1000
8400,4.93,3.51,99300,1000
8600,4.93,3.61,99300,1000
8800,4.93,3.66,99300,1000
9000,4.93,3.73,99300,1000
9200,4.93,3.84,99300,1000
9400,4.93,3.87,99300,1000
9600,4.93,3.91,99300,1000
9800,4.93,4.04,99300,1000
10000,4.93,4.13,99300,1000
10200,4.93,4.22,99300,1000
10400,4.93,4.42,99300,1000
10600,4.93,4.36,99300,1000
10800,4.93,4.45,99300,1000
11000,4.93,4.39,99300,1000
11200,4.93,4.46,99300,1000
11400,4.93,4.58,99300,1000
11600,4.93,4.81,99300,1000
11800,4.93,4.77,99300,1000
12000,4.93,4.83,99300,1000
12200,4.93,4.98,99300,1000
12400,4.93,5,99300,1000
12600,4.93,5,99300,1000
12800,4.93,5,99300,1000
13000,4.93,5,99300,1000
13200,4.93,5,99300,1000
13400,4.93,5,99300,1000
13600,4.93,5,99300,1000
13800,4.93,5,99300,1000
14000,4.93,5,99300,1000
14200,4.93,5,99300,1000
14400,4.93,5,99300,1000
14600,4.93,5,99300,1000
14800,4.93,5,99300,1000
15000,4.93,5,99300,1000
15200,4.93,5,99300,1000
15400,4.93,5,99300,1000
15600,4.93,5,99300,1000
15800,4.93,5,99300,1000
0,4.93,0,99300,1000
200,4.93,0,99300,1000
400,4.93,0,99300,1000
600,4.93,0,99300,1000
800,4.93,0,99300,1000
1000,4.93,0,99300,1000
1200,4.93,0.13,99300,1000
1400,4.93,0.24,99300,1000
1600,4.93,0.37,99300,1000
1800,4.93,0.48,99300,1000
2000,4.93,0.6,99300,1000
2200,4.93,0.71,99300,1000
2400,4.93,0.83,99300,1000
2600,4.93,0.95,99300,1000
2800,4.93,1.04,99300,1000
3000,4.93,1.16,99300,1000
3200,4.93,1.28,99300,1000
3400,4.93,1.39,99300,1000
3600,4.93,1.48,99300,1000
3800,4.93,1.59,99300,1000
4000,4.93,1.68,99300,1000
4200,4.93,1.78,99300,1000
4400,4.93,1.86,99300,1000
4600,4.93,1.95,99300,1000
4800,4.93,2.04,99300,1000
5000,4.93,2.14,99300,1000
5200,4.93,2.23,99300,1000
5400,4.93,2.28,99300,1000
5600,4.93,2.37,99300,1000
5800,4.93,2.44,99300,1000
6000,4.93,2.54,99300,1000
6200,4.93,2.62,99300,1000
6400,4.93,2.71,99300,1000
6600,4.93,2.77,99300,1000
6800,4.93,2.85,99300,1000
7000,4.93,2.91,99300,1000
7200,4.93,2.99,99300,1000
7400,4.93,3.06,99300,1000
7600,4.93,3.11,99300,1000
7800,4.93,3.21,99300,1000
8000,4.93,3.26,99300,1000
8200,4.93,3.34,99300,1000
8400,4.93,3.4,99300,1000
8600,4.93,3.45,99300,1000
8800,4.93,3.54,99300,1000
9000,4.93,3.6,99300,1000
9200,4.93,3.69,99300,1000
9400,4.93,3.77,99300,1000
9600,4.93,3.83,99300,1000
9800,4.93,3.91,99300,1000
10000,4.93,4.01,99300,1000
10200,4.93,4.07,99300,1000
10400,4.93,4.18,99300,1000
10600,4.93,4.26,99300,1000
10800,4.93,4.35,99300,1000
11000,4.93,4.43,99300,1000
11200,4.93,4.54,99300,1000
11400,4.93,4.65,99300,1000
11600,4.93,4.75,99300,1000
